"621","looking for a good lookin; healthy;clean and full of stamina MAN","5","61236","178","0"
"622","as she bent over old rover drove her...","4","52164","165","0"
"623","it's almost impossible to find the ""rite man""; are u out there??","1","52164","163","1"
"624","i pick door number 2........","2","77112","183","1"
"625","reveal to me your swimuall ultimate and pstoneionate desires...","7","61236","178","0"
"626","I am capture your imagination","1","70308","168","1"
"627","Lets party","1","56700","163","1"
"628","Right Here - Right Now!","1","56700","163","1"
"629","do you need a little spice in your life?","1","56700","165","1"
"630","Right here-Right Now!","1","56700","163","1"
"631","can you make me laugh?","1","61236","173","1"
"632","""melt in your mouth""","1","58968","163","1"
"633","There is no better time than now","1","95256","168","1"
"634","Do you feel like being bad?","1","58968","168","1"
"635",".. what a girl needs.","9","65772","168","1"
"636","Looking for romance in great places!","1","61236","178","0"
"638","Jus-friends...","8","68040","173","1"
"639","A handsome prince; maybe...A Horny Toad; for sure.","1","72576","173","1"
"640","Well endowed guy seeks attached lady","1","86184","188","1"
"641","I'm looking for fun","1","68040","178","1"
"642","cowgirl interested in riding...","1","56700","173","1"
"643","Get an erotic mstoneage today!","9","65772","178","1"
"644","all your dreams fullfilled 4 1 night only","1","83916","183","1"
"645","Looking for intimacy? Inter-Racial Fantasy?","3","83916","183","1"
"646","romantic; intimate; fun loving","1","74844","173","1"
"647","Love to Orally Please a Woman","1","108864","142","0"
"648","always ready","1","115668","193","1"
"649","Ultimate Male For Ultimate Female","1","95256","188","1"
"650","Toronto lawyer seeks discrete meeting","1","102060","178","0"
"651","Fun; laughter; great times allways!","1","90720","183","1"
"652","Hi","8","97524","183","1"
"653","a horny beast","9","68040","178","1"
"654","Hi There! I am a separated man and want to meet nice ladies occa","2","97524","188","1"
"655","Having computer problems; please bare with me.","1","56700","168","1"
"656","Let's Do Something Daring...","3","74844","178","1"
"657","TLC","1","97524","188","1"
"658","HI there; single available guy..looking for dynamic ladies.","1","90720","188","1"
"659","Hi; Just looking for a mischievous female","1","77112","178","1"
"660","Pampering; mstoneage; I want to spoil you","1","68040","183","1"
"661","a real teddy bear","1","117936","173","1"
"662","Dyin to meetcha","1","95256","178","0"
"663","looking for fun?","4","65772","168","1"
"664","The time to capture life's essence may be upon you right now","1","72576","163","1"
"665","Looking for great times!","1","61236","168","1"
"666","Wouldn't you like to know?","1","79380","188","1"
"667","Hello to all the beautiful women","1","90720","193","1"
"668","It's all about adventure.","1","72576","173","1"
"669","no strings discreet 1 on 1 meetings","2","79380","183","1"
"670","can make me C**","1","58968","168","0"
"671","let me please you","1","88452","183","1"
"672","How About A Walk On The Wildside?????","4","68040","178","1"
"673","Looking to create some sparks!","1","88452","183","1"
"674","Looking for a FWB","1","79380","173","1"
"675","Greetings lovely ladies","1","74844","173","1"
"676","wanted one fun woman","1","83916","183","0"
"677","Romance","1","79380","178","1"
"678","Fun; openminded; and always a good time!","1","86184","183","1"
"679","Are you ready for adventure?","1","72576","173","1"
"680","Active; Fun & Intelligent","1","86184","188","1"
"681","who wants to date a doc","1","88452","188","1"
"682","Whats so special about wining the Nobel Peace Prize?","1","83916","173","1"
"683","Looking for crazy fun","1","79380","183","1"
"685","Two strong & fit men to play with all night! :)","1","72576","178","1"
"686","BLUE EYES BROWN HAIR AND LOTS OF FUN","1","79380","178","1"
"687","meet me?","1","52164","163","1"
"688","scarborough guy seeks discrete fun today","1","79380","183","0"
"689","Fun and irreverent","1","65772","168","1"
"690","Married and want some fun","1","102060","183","1"
"691","take the chance","1","65772","165","1"
"692","Looking to meet interesting women","1","83916","188","1"
"693","Lets put all the spices together. I'm Pepper. lol","2","63504","168","1"
"694","you can have it all","1","68040","165","1"
"695","be that one","3","61236","165","1"
"696","lets keep it real","1","65772","168","1"
"697","satisfaction is everything","1","65772","173","1"
"698","lets go guys","1","68040","168","1"
"699","hotter than hot","4","63504","165","1"
"700","i'm right here","4","61236","168","1"
"701","at your service","1","65772","165","1"
"702","ready and waiting","1","63504","168","1"
"703","the best of both worlds - tamed and wild","3","43092","163","0"
"704","can i be yours??","1","54432","165","1"
"705","curious...","4","58968","168","0"
"706","ready; willing; and able","1","70308","173","0"
"707","santa was right...I am naughty","8","56700","168","1"
"708","can you make me....","2","68040","178","1"
"709","who's out there??","9","58968","168","1"
"710","sure...why not","1","61236","165","0"
"711","i know its possible to be happier than this - any ideas???","2","54432","165","1"
"712","Handsome..sophisticated...creative","1","81648","183","1"
"713","lets meet right now for fun","1","81648","183","0"
"714","Infinit stamina","1","77112","178","1"
"715","Whatz uppp","1","72576","173","0"
"716","Join me in a Romantic Adventure!!","1","111132","183","1"
"717","Tall Attractive Business Professional Looking For Fun","1","95256","188","1"
"718","need an intelligent;hot god..to start me with this adventour?","1","74844","173","0"
"719","it's not everytime u run into a women like me........","6","52164","173","1"
"720","here we go You may never know!!!","1","74844","183","0"
"721","treat me like your slave...punish me sir;punish me....","4","70308","178","1"
"722","looking for some hot discrete fun","1","79380","183","0"
"723","lot of hot lovin...wild and free..call me..ok","5","65772","178","0"
"724","31 female married looking for a handsome male to spend time with","5","136080","173","1"
"725","dejavu to my emotional rescue.........","2","52164","168","1"
"726","my imagination runs wild and free;help me make them dejavu true.","5","54432","173","1"
"727","all alone out here...(most of the time)..quick give me a call.","1","56700","168","0"
"728","is that u i see...peeking through my bedroom door?","9","47628","173","0"
"729","as i slide the bar of soap over my footballs;rubbing slowly as m","1","61236","178","1"
"730","let's try to make this last....","8","54432","163","0"
"731","it's all in the way u touch me.........","3","43092","165","1"
"732","married with private day time office","1","79380","183","0"
"733","Save a Tree; Eat a Beaver!","1","70308","178","1"
"734","all this; and all for u...","1","54432","183","1"
"735","""an addition to my collection..an underwater fantasy!dejavu and ","1","52164","173","1"
"736","have a love nest;lets sneak out...","1","49896","173","0"
"737","Erotic Orally gifted and Discreet","1","81648","183","1"
"738","Interested in a decent guy? I Will be in Halifax in December.","1","83916","183","1"
"739","ready to release my pstoneion you think you can handle me","4","81648","178","1"
"740","Cute and funny and love women!","1","81648","183","1"
"741","hi","1","77112","183","1"
"742","Looking for swimy woman who wants to be spoiled","1","86184","183","1"
"743","Willing to pamper...","8","79380","178","1"
"744","luv to please","1","88452","183","1"
"745","Seeks discrete meeting","1","68040","178","0"
"746","A Romantic. Looking for someone to a share some excitement.","1","92988","183","1"
"747","Hi I like You!","8","83916","178","1"
"748","Great guy; maybe yours","1","95256","183","1"
"749","brent","1","136080","178","0"
"750","""PHOTO AVAILABLE UPON REQUEST""","1","88452","173","1"
"751","At All Hours of the Day!","6","68040","173","1"
"752","Always dreamt of rocking on a live Rocking Horse? Well.....???","8","77112","178","1"
"753","Are you looking for someone compasionate","1","90720","188","1"
"754","call me a hot male; let's just get it together.","1","79380","183","1"
"755","Do you believe in fate?","1","99792","193","1"
"756","enjoy life while it last","1","70308","165","1"
"757","i'm ready to have fun","1","65772","168","1"
"758","what's a guy like you doing in a place like this????","1","45360","178","1"
"759","like to get to know u better;let's swap our deepest fantasy's...","2","61236","188","1"
"760","interested in meeting;openminded;but very discreet...","3","61236","178","1"
"761","take a look at the profile and tell me what u think??","5","49896","163","1"
"762","seeking fulfilment","1","70308","165","1"
"763","love to travel with a companion that can show me the world..","6","52164","165","1"
"764","lets express our hidden talents","3","61236","173","1"
"765","here's the whole package","2","63504","168","1"
"766","I'm an attatched women seeking a romantic affair....","7","54432","188","1"
"767","hot;hot;hot","6","61236","168","1"
"768","feeling good mutually is the goal","1","65772","173","1"
"769","very demanding and persistant;my goal is to challenge my limits.","8","68040","178","0"
"770","can you be my dream man?","1","70308","165","1"
"771","so many ideas; and so many places; where do i start???","9","45360","163","1"
"772","talk to me lets see how the steam rises","6","58968","168","1"
"773","very creative and pstoneionate","1","63504","173","1"
"774","i bet you can't keep your hands off!!!!","4","77112","188","1"
"775","""a diamond in the ruff""","3","47628","173","1"
"776","Looking for discreet good times.","1","74844","178","1"
"777","Pstoneionate and Romantic Affair","1","74844","178","1"
"778","a time and a place...","1","61236","165","1"
"779","the one you'll never forget","1","58968","173","0"
"780","home alone...","9","52164","168","1"
"781","you only live once","1","68040","168","0"
"782","friends; fun; and then....","1","58968","173","0"
"783","attention starved......","2","63504","173","1"
"784","not forever; just for now","1","49896","165","0"
"785","exploring all possibilities","3","49896","165","1"
"786","lets chat...and see where it goes","4","61236","168","1"
"787","capture the mind and the body will follow","1","65772","178","1"
"788","Need some TLC!","1","70308","168","1"
"789","Hello!","2","95256","178","1"
"790","Looking for that confident; adventerous swimy lady.","1","81648","178","1"
"791","Hoping for a little on-the-road excitement....","1","83916","183","1"
"792","love life","1","81648","173","1"
"793","Want to put you life into high gear??","6","70308","183","1"
"794","swiming","1","92988","188","1"
"795","TravelYPAPA","2","102060","178","1"
"796","LOOKING FOR SOME HAPPINESS","1","72576","165","1"
"797","Can you intice me:)","3","74844","173","0"
"798","I'm a Hot one; read the profile!","1","79380","183","1"
"799","Attached Discret Male Looking For Hot Pstonesionate Fun","1","97524","193","1"
"800","lets explore the possibilities","1","61236","168","1"
"801","pleasure for both","1","63504","165","1"
"802","now what's missing???","2","61236","168","1"
"803","looking to share excitement and pstoneion","1","63504","173","1"
"804","just what the doctor ordered","2","61236","168","1"
"805","we all need that warmth","8","58968","165","1"
"806","someone who wants more","1","68040","168","1"
"807","looking for ????","1","49896","163","0"
"808","you have my undivided attention","6","61236","168","1"
"809","sweet and wild","3","58968","165","1"
"810","time to start having fun","1","58968","168","1"
"811","you'll hate the fact that you like it so much","1","65772","165","1"
"812","TLC please","1","65772","173","1"
"813","shaken;stirred and ready to serve","4","61236","168","1"
"814","who can captivate my mind and body","1","63504","173","1"
"815","i'll try anything once","1","65772","165","1"
"816","looking for a true gentleman","1","65772","168","0"
"817","sweet words and soft touches","1","49896","165","0"
"818","""SENSUALITY"" is number ""1"" in my books...then dejavus 69 (wink)","1","52164","173","1"
"819","could there be....","1","63504","168","1"
"820","excellent student looking for extraordinary teacher","3","56700","163","1"
"821","it only dejavus once a year...","2","54432","165","1"
"822","have u ever tried sunbathing in the NUDE???","3","58968","173","1"
"823","Looking For A Sugar Daddy - No Game Players please!!","1","49896","165","1"
"824","sweet surrender........rescue me!!!","7","54432","163","1"
"825","I'm the type of women who enjoy's hot summer nights....","8","49896","178","1"
"826","they say i look like a smaller version of Minnie Driver...","8","52164","163","0"
"827","I'm just full of suprises!!!","1","61236","173","1"
"828","discreet & intimate","1","83916","183","1"
"829","garenteed satisfaction........","1","70308","183","1"
"831","My fantasy is to be your call girl (I'm NOT a hooker!)","1","47628","163","1"
"832","take me out to dinner;dance and a show then we'll take","2","61236","173","0"
"833","love a man who is pstoneionate and giving...","7","77112","178","1"
"834","Pstoneion; romance; friendship; pleasure","1","77112","188","1"
"835","Hi ladies","2","74844","178","1"
"836","very tender","6","68040","168","1"
"837","live it up","1","106596","183","0"
"838","hello ladies!!!","1","61236","168","1"
"839","Just looking for casual swim","3","68040","178","1"
"840","free spirit","1","92988","173","1"
"841","living life to the fullest","1","102060","188","1"
"842","looking for a man to keep up with me","3","61236","165","1"
"843","lets match imagination","1","63504","173","1"
"844","help me and i'll help you","1","65772","168","1"
"845","i make dreams come true","1","61236","168","1"
"846","looking for mutually satisfying fun","6","65772","165","1"
"847","let's explore my most intense swimuall appetites......","9","61236","173","0"
"848","reality is what you make it","1","63504","173","1"
"849","captivating the essence of erotic sensuall pleasures.....","8","45360","163","1"
"850","perfect combination","4","63504","168","1"
"851","is it for you??","1","63504","168","1"
"852","lets share pleasure","2","65772","168","1"
"853","creating pstoneion; i believe has to be the most desirable fanta","7","49896","178","1"
"854","If you cant believe Im here; neither can I!!","1","61236","165","1"
"855","kind; caring and real","9","68040","173","1"
"856","I Travel","1","90720","183","1"
"857","here i am !!","1","54432","165","0"
"858","look deep into my eye's...............","1","49896","168","1"
"859","kind; caring and real","9","68040","173","1"
"860","Let my hands do the talking...","1","79380","183","1"
"861","let me surprise you","1","63504","168","1"
"862","lets explore","8","63504","168","1"
"863","where's my pot of gold???","1","61236","173","1"
"864","what are you waiting for??","3","52164","168","1"
"865","still waiting for that magic kiss","1","56700","168","0"
"866","illusions of erotica...let the pstoneion begin.....","3","63504","183","1"
"867","my inner beauty reveals my most physical atractions.in a man....","7","65772","173","1"
"868","well..........","9","68040","165","1"
"869","""like really bad to the Bone!!!!!","1","52164","157","1"
"870","are you up for it???","2","52164","163","1"
"871","nice to look at - nicer to touch","1","58968","168","0"
"872","make me melt","1","63504","173","0"
"873","let's face it; we all need it...it's how creative and where..","1","77112","183","1"
"874","just a groovy kinda girl..looking for some.......","8","54432","163","1"
"875","i am the creature of the night.....do u dare...","8","61236","157","1"
"876","I;m a wey openminded person!!!","1","92988","193","1"
"877","Looking for an enjoyable and discreet encounter","1","79380","183","1"
"878","Wanting to re-live my glory years with an exciting man.","1","52164","163","1"
"880","You will tell me when to stop","8","86184","173","1"
"881","""you can't get better than this""","1","52164","163","1"
"882","I want you to want me","1","92988","183","1"
"883","looking for fun in T.O.","1","106596","183","1"
"884","""ARE YOU UP FOR IT""","2","90720","183","1"
"885","YOUR PERSONAL MASSEUSE","1","83916","178","1"
"886","I'm fit; fun; open-minded and willing!","6","72576","178","1"
"887","dude","1","70308","178","1"
"888","used but never broken","1","90720","183","1"
"889","R U Ready to Spend some $$$ on me? (not for swim)","1","56700","173","1"
"890","big and in need of female adult friends","1","113400","198","0"
"891","I'm a free spirit","1","54432","163","1"
"892","open minded and ready to try something new","1","56700","165","0"
"893","seeking discreet fun encounters with older woman","1","79380","168","1"
"894","can you be my sweet man?","1","63504","165","1"
"895","i need excitement","1","63504","168","1"
"896","looking for more","1","61236","168","1"
"897","I'm willing; are you?","1","65772","173","1"
"898","hey there swimy","1","81648","178","0"
"899","""rock my world""","1","52164","157","1"
"900","bored with the same thing looking for spice","2","63504","168","1"
"901","let the good times roll","3","65772","168","1"
"902","capture my mind and only then the adventure begins","1","61236","168","1"
"903","my well is dry","1","61236","165","1"
"904","lets find pleasure together","8","61236","165","1"
"905","you have to lick it in order to stick it","4","63504","173","1"
"906","hungry for touch","3","56700","165","1"
"907","and the night was made of.....","1","63504","173","1"
"908","i'm ready to explore","1","68040","168","1"
"909","Fast cars and fat wallets work for me!","3","58968","165","1"
"910","chasing a dream","1","63504","168","1"
"911","playful and swimy...","2","56700","173","0"
"912","I don't want a diamond in the rough; I don't want one at all","3","58968","173","1"
"913","Safe","1","52164","163","1"
"914","i feel like a kid in a toy store","1","65772","168","1"
"915","come on baby light my fire","1","49896","163","0"
"916","Looking for love in all the wrong places...","1","81648","178","1"
"917","Reliable / easy going / fun loving","1","97524","198","1"
"918","Let me take control","1","56700","165","1"
"919","Some like it Hot... and some like it cold","1","52164","157","1"
"920","make love","1","58968","165","1"
"921","wanna play with fire.....","1","54432","165","1"
"922","ready to put a spell on you","1","54432","163","1"
"923","Can everyday be Valentines Day?","1","88452","178","1"
"924","coffee; tea or.....???","1","83916","188","1"
"925","I'm the keymaster are you the gatekeeper","1","86184","168","1"
"926","You want what I want. So let's get it on!","4","72576","173","1"
"927","i'm up for anything...","1","65772","173","1"
"928","A little sun a little food and a little when ever you want","1","106596","183","1"
"929","attractive; creative 30 year old","1","81648","178","1"
"931","Looking for erotic women:)","1","81648","173","1"
"932","very funny down to earth guy","1","83916","173","1"
"933","Austrailan loves to pleasure","1","77112","188","1"
"934","lookin'for fun","1","72576","173","1"
"935","Looking For You!","1","77112","178","1"
"936","married but not dead","1","68040","173","0"
"937","Looking for wild and adventurous ladies","8","102060","168","1"
"938","TD&H male looking for new friend","1","72576","188","1"
"939","hi there!","1","72576","178","0"
"940","I cant believe Im doing this.","1","56700","168","1"
"941","Attractive Young Gent Seeks Lady With Sense of Humour!","8","68040","178","1"
"942","have you seen the movie 9 1/2 weeks?","1","58968","173","1"
"943","Looking for intimate with someone","6","65772","168","1"
"944","Attractive;Sexy; and in excellent shape","1","70308","173","1"
"945","Not having a fun time yet","1","115668","183","1"
"946","i want a hot and naughty girl","4","79380","178","1"
"947","Hello Ladies","1","79380","173","0"
"948","Just Being Adventurous","1","74844","178","1"
"949","TLC WAITING FOR YOU","1","81648","178","1"
"950","Heart of Gold","1","72576","173","1"
"951","very curious","1","81648","188","1"
"952","hi my names johnny :]","1","90720","188","1"
"953","looking for the gerrrrrr in swinger baby.","1","88452","178","1"
"954","Do You Like Pinicolada's","8","65772","178","1"
"955","18 San Antonio tired of girls wants real a woman","1","90720","178","1"
"956","3 ingredients of a long healthy life: fun; fun and more fun!!!!","2","74844","173","1"
"957","Always up for a good time with an intelligent female","1","58968","173","1"
"960","I'm happy; your happy.  Now for something completely different","8","90720","188","1"
"961","looking for female partner","3","79380","173","0"
"962","Love to make your beauty extatic","1","81648","183","0"
"963","If you are willing to learn call the professor!?","1","86184","183","1"
"964","Young Gentleman","1","86184","188","1"
"965","hi girls","1","70308","178","1"
"967","Shy Guy looking for fun","8","77112","178","1"
"968","Looking for Fun","1","70308","183","1"
"969","rob","1","81648","173","1"
"970","""The best is yet to dejavu""..........","1","63504","173","1"
"971","an adventure for u ?","8","47628","178","1"
"972","A tiger i want to tame....","7","49896","173","0"
"973","Attached male in Toronto looking for discreet encounters","1","99792","193","1"
"974","I'll take care of business","1","56700","163","1"
"975","seeking a fun time from U","1","56700","168","1"
"976","seductively yours","1","61236","168","1"
"977","Your Fantasy or mine?","5","54432","163","1"
"978","tell me something good","4","63504","165","1"
"979","I can fulfill all your fantasies","1","56700","165","1"
"980","if you are smart& swimy show yourself","1","63504","173","1"
"981","intrigue me darling","1","63504","168","1"
"982","whats love got to do with it","1","61236","168","0"
"983","waiting 4 U","1","61236","165","0"
"984","helloooooooooooooooo","3","61236","165","1"
"985","all men on deck; this boat; needs some handling","4","72576","178","0"
"986","sensual to the touch","1","65772","168","1"
"987","Professional writer in search of muse...","3","56700","165","0"
"988","call me tonight for  a romantic; erotic encounter......","3","54432","163","0"
"989","looking around for ???????","1","52164","163","1"
"990","looking for an older studd","1","65772","173","1"
"991","need some x-tra loving","1","70308","173","1"
"992","Hello- like to get to know you","1","63504","173","1"
"993","needs some extra loving","6","61236","168","1"
"994","hmmmmmmmm.............","4","56700","165","1"
"995","it's so chewy and wet;just love raw fish........","6","45360","165","0"
"996","turn up the heat","2","63504","165","1"
"997","as i slide down your shaft...waiting to explode...","2","65772","178","0"
"998","Mr. RIGHT NOW WHERE ARE YOU??","1","56700","163","0"
"999","sick of the old routine","5","58968","163","1"
"1000","yesterday = history; tomorrow = mystery; today = ???????????","1","47628","163","1"
"1001","are u daring to dwell into the unknown;and face consequences....","1","47628","173","0"
"1002","swim with the current","1","63504","168","1"
"1003","just can't get enough!","3","52164","163","1"
"1004","Have you ever had a bilnd date?","8","79380","183","1"
"1005","on the prowl","1","58968","173","0"
"1006","Are you ready To give me what I WANT?","1","58968","168","1"
"1007","me; you; and ..........","1","58968","168","1"
"1008","something new for 2002","1","58968","173","0"
"1009","looking for adventure","1","81648","178","0"
"1010","wanna to pet me?","1","54432","157","1"
"1011","not afraid to live for today","8","52164","168","1"
"1012","rascal","1","92988","183","1"
"1013","sensual/casual/swimual/fun","1","56700","165","1"
"1014","Creatively Compliant","1","63504","173","1"
"1016","Easy going man","1","74844","168","1"
"1017","Very hot male looking for discret sensual fun","1","106596","193","1"
"1018","a","1","77112","173","0"
"1019","i want you","1","81648","178","0"
"1020","Hi I am Fun I am Descreet I am Safe","8","77112","178","1"
"1021","for ladies only","4","77112","173","1"
"1022","CEO WHO TRAVELS FIRST CLASS...","1","72576","178","1"
"1023","Lets respect eachother and have a blast!!!","1","95256","188","1"
"1024","lots of energy","1","74844","165","1"
"1025","loves to tease","1","102060","178","0"
"1026","Get it while it's hot.","1","79380","183","1"
"1027","The hotter; the better!","1","52164","165","1"
"1028","Give me fever!","1","49896","165","1"
"1029","Lady in Lace","1","45360","163","1"
"1030","afternoon delight","1","86184","183","1"
"1031","seeking mature openmnded ladies","1","77112","173","0"
"1032","Friends and lovers","1","81648","173","1"
"1033","Hola! How are we today.","4","90720","183","1"
"1034","talented hands","1","65772","178","1"
"1035","no   HEAD GAMES  HERE","1","83916","173","1"
"1036","Looking for Fun","1","68040","178","1"
"1037","dejavu fly with me...into the unknown....","1","47628","165","1"
"1038","my aim to please and be pleased","1","65772","168","1"
"1039","fun; fun; fun","6","63504","165","1"
"1040","lets make the experience one to remember","1","61236","168","1"
"1041","* sensual * warm * sincere * exciting *","1","63504","168","1"
"1042","can you tame me?","1","63504","173","1"
"1043","waiting to be swept off my feet........","5","52164","173","1"
"1044","wanna try something new","4","61236","165","1"
"1045","looking for fun and romance","1","45360","163","1"
"1046","young and restless","8","61236","168","1"
"1047","lost... can you help me find my way","8","61236","168","1"
"1048","love to feel a man's tongue run down my......","2","74844","183","0"
"1049","attached but allowed to play","1","65772","168","1"
"1050","weakness for younger men","1","70308","168","1"
"1051","what catches your eye??","2","58968","165","1"
"1052","looking for a sugar daddy","1","61236","168","1"
"1053","do u love a warm bath and lots of bubbles?","9","56700","163","1"
"1054","need a man who can handle my rough side...","7","52164","173","0"
"1055","Free your mind first","1","63504","173","1"
"1056","adventurous; openminded playmate sought","1","47628","163","1"
"1057","""Is there something that stands out in this picture?","1","58968","165","1"
"1058","let me run my lips all over your body..","1","58968","173","0"
"1059","if your looking?  i have a job openning for u..must be good with","4","40824","165","0"
"1060","packed with perfection.........","6","61236","183","1"
"1061","a women your mother warned u about...","8","72576","178","0"
"1062","Your pleasure is mine","1","70308","173","1"
"1063","tell me your secrets and i'll tell you no lies...","1","58968","165","1"
"1064","come explore with me","3","54432","168","1"
"1065","looking to sprinkle some love around","1","58968","165","0"
"1066","lets explore","1","58968","168","1"
"1067","Hi there ladies","1","92988","183","1"
"1068","looks sweet; tastes sweet; is sweet","1","54432","165","0"
"1069","Just a decent guy.","9","90720","178","1"
"1071","the original single young man","1","83916","183","1"
"1072","I can stay down for a Long time!!","1","83916","173","0"
"1073","whating","1","99792","178","1"
"1074","the intelectual","8","90720","173","1"
"1075","I have a cure for u","8","70308","173","1"
"1076","FRENCH MAN LOOKING FOR LOVE & LAUGHTER","1","83916","173","1"
"1077","ladies the g man has arrived","1","86184","173","1"
"1078","lets meet today","1","79380","183","0"
"1079","Is there any greater turn on than a woman in pleasure?","1","81648","178","1"
"1080","juicy fruit wanted for discreet encounter","1","97524","188","1"
"1081","Romance is what I search for","1","83916","178","1"
"1082","what you want is what you get","1","65772","165","1"
"1083","Will you be my knight in shining armour?","4","56700","168","1"
"1084","Smart; Sexy and Horny","1","61236","168","1"
"1085","Dull at the moment;needs sharpening","1","70308","165","1"
"1086","could be yours","2","63504","168","1"
"1087","talk to me; walk with me","1","68040","165","1"
"1090","Smile; its the 2nd. most amazing thing you can do with your lips","1","99792","193","1"
"1091","Looking for undercover stoneignment","1","79380","178","1"
"1092","jiggles when it wiggles","1","90720","173","1"
"1093","grrrrrrrrrrrrrrrrrrrrrrrrr","1","72576","168","0"
"1094","don't let it pstone you by","8","56700","163","1"
"1095","wanna go for a ride????","1","56700","168","0"
"1096","the one and only!!","1","63504","165","1"
"1097","I am 35; good looking and very lonely.","1","86184","183","0"
"1098","CUMFORTH AND FEEL MY WRATH!!!!!!!!!","9","58968","173","1"
"1099","PLEASURE ME BABE!!!!!!!!!!","1","49896","165","0"
"1100","Seeking the adventure of a lifetime","1","61236","178","1"
"1101","how about i slap u; and tie u up....","5","65772","173","1"
"1102","Hello","2","49896","168","1"
"1103","I'm looking for the ""Office Romance Affair""..","1","70308","173","1"
"1104","love","9","65772","168","1"
"1105","I WOULD LIKE TO INVITE YOU INTO MY FORTRESS OF LOVE..","8","54432","163","0"
"1106","I have a lot to offer and so should you","4","47628","163","1"
"1107","NaUghTy BUt NIcE","1","54432","165","1"
"1108","lots of butter;top me up babe.....","7","58968","173","0"
"1109","I want to be a boy toy to an older woman!","1","95256","183","1"
"1110","Aim to please","1","97524","183","1"
"1111","will do anything","1","79380","183","1"
"1112","Tongue For Rent!","1","68040","173","1"
"1113","Friendship and swimual relationship","6","88452","183","1"
"1114","lets get together","1","79380","178","0"
"1115","Hi!! Looking to explore....something new","6","61236","178","1"
"1116","Let's share what we can't in our marriage","1","86184","178","1"
"1117","Let our eyes do the the talking","1","83916","178","1"
"1118","Let's enjoy life","2","81648","178","1"
"1121","Orally inclined....for her pleasure!","1","83916","178","1"
"1122","looking forward in having a great time","2","79380","178","1"
"1124","Looking for an intelligent; confident and outgoing","1","77112","173","1"
"1125","Who's got sugar for my tea?","1","70308","183","1"
"1126","Exciting and Discreet","1","86184","178","1"
"1128","Missing the early butterflies","6","52164","168","1"
"1129","anything goes","1","104328","183","1"
"1130","Hi bored hot for fun","8","54432","165","1"
"1131","i am ready","1","102060","188","1"
"1132","Hi (OLDER) Guys!!","1","47628","165","1"
"1133","looking for the ""brawly;aggressive..""I'm hungry tonight dear""","8","65772","163","0"
"1134","looking for a taste of the wild side????","1","88452","178","0"
"1135","looking for a late night snack","1","63504","165","1"
"1136","Dont wait too long I might change my mind.","5","54432","173","1"
"1139","When last your appetite was satisfied?","3","61236","168","1"
"1140","I could be your night nurse","1","68040","168","1"
"1141","would you like to know what I'm doing right now???","3","56700","173","1"
"1142","Caring and Creative Lover looking for discreet encounter","1","95256","188","1"
"1143","Looking for mr energy","1","70308","168","1"
"1144","Internal Affair","2","90720","183","1"
"1145","Highlander seeks Pstoneionate Lstonees","1","68040","173","1"
"1146","Newly relocated business woman seeks friendship","4","68040","165","1"
"1147","you know why i'm here","1","58968","165","1"
"1148","In Search Of A Toronto Lady Who's Looking For Fun","1","74844","173","1"
"1149","always take them","1","63504","168","0"
"1150","Question for you - how would you please a woman???","8","58968","173","1"
"1151","short 'n' sweet","1","40824","152","0"
"1152","SHY but WILLING to TRY","1","61236","168","1"
"1153","Be nice fo once!","4","56700","163","1"
"1156","craving a little romance","1","56700","163","1"
"1157","I know I can get attention","1","61236","173","1"
"1158","Young East Indian Medical Student... Interested???","6","65772","173","1"
"1159","Be my only TOY?","1","72576","173","1"
"1160","do you need to explore; and experience everything; so do I","9","81648","178","1"
"1163","Let your mind do the walking and your body do the talking.","4","97524","178","1"
"1164","total professional;looking for a full life with a discreet futur","1","74844","178","1"
"1165","Tall Attarctive Business Professional Looking For You","1","99792","193","1"
"1166","i'm perfect","1","77112","183","1"
"1167","eat me up","1","47628","165","1"
"1168","hot dark skinned male","8","72576","173","1"
"1169","if you like me","1","74844","183","1"
"1170","Be pleasured by me!","2","81648","188","1"
"1171","THE SECRETE BLACK LOVER","2","81648","165","1"
"1172","La Belle Dame Sans Merci","1","56700","165","1"
"1173","""DEEP INTO THE MINDS OF THE EROTIC PLEASURE"" CUM TASTE ME.....","1","49896","165","1"
"1174","take me on an adventure","1","56700","168","1"
"1175","Make my spring dreams come true","7","56700","173","1"
"1176","Talk to me guys","1","68040","168","1"
"1177","looking for something new","1","65772","168","1"
"1178","Need some action with your injection","6","61236","165","1"
"1179","Well.......","1","68040","178","1"
"1180","Are you up for some phone chat first??","8","63504","173","1"
"1181","IF I DONT RESPOND ITS BECAUSE I CHICKENED OUT!!","8","49896","163","1"
"1182","Craving Excitement Different than what i have now","1","68040","168","1"
"1183","all4U if you know how to get it","1","63504","173","1"
"1184","Hubby's a cheater; now its MY TURN!!!","1","61236","173","0"
"1185","""Rub down!!!! Anyone?","9","56700","165","1"
"1186","You Guys Better have more to offer than what i get","4","65772","173","1"
"1187","I need a man to treat me right!!! (For a change)","1","54432","165","1"
"1188","MWM looking for erotic swimual encounter","8","97524","188","1"
"1189","I want to enhance my swim life another notch up.","3","56700","165","1"
"1190","were looking 4 longterm  partners for serious inquires!!!!!","8","61236","168","1"
"1191","I AM READY FOR A MORNIG COFFE !","4","86184","165","1"
"1192","Looking For A ""Doubles"" Partner","1","83916","188","1"
